"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "pval" "padj"
"3" "ENSG00000000419.10" 1908.64368736024 2129.20033777035 1688.08703695013 0.792826774918632 -0.334922409620705 1.04453522958643e-05 0.000474357902437477
"14" "ENSG00000001561.6" 838.157701005965 929.604555336045 746.710846675885 0.803256441020725 -0.316067450698423 7.10204346727995e-05 0.00207184571233078
"24" "ENSG00000002586.15" 1635.91733337697 1808.87197844778 1462.96268830615 0.808770717738432 -0.306197330755122 1.20500500416844e-05 0.000524520853193667
"41" "ENSG00000003436.12" 842.762513010195 927.723254722306 757.801771298084 0.816840331899318 -0.291873993124862 0.000320686124362652 0.00646794388176021
"43" "ENSG00000003756.14" 2845.93143730162 2484.09921964274 3207.76365496049 1.29131865168487 0.368845050590809 0.000410129410781262 0.00769285279285563
"49" "ENSG00000004399.10" 3669.75936465835 3346.66962929863 3992.84910001806 1.19308134423022 0.254692409266857 0.000337459246202851 0.00669765268589044
"56" "ENSG00000004700.13" 3217.79101997409 3548.94523799748 2886.63680195071 0.813378795210579 -0.298000714664282 9.69270626140494e-06 0.000447767035142251
"71" "ENSG00000004961.12" 611.183642643263 687.959822359074 534.407462927452 0.776800396707649 -0.364384157353723 0.000122396192575455 0.0031187301973579
"77" "ENSG00000005059.13" 490.80353947768 544.799712833171 436.807366122189 0.801776057939935 -0.318728757477301 0.00056698810280109 0.00988454934773151
"84" "ENSG00000005175.7" 2083.54796514284 2341.86025668404 1825.23567360165 0.779395640022559 -0.359572233864664 2.74822800566636e-06 0.000170677524394735
"97" "ENSG00000005436.11" 775.354768179276 864.945023129329 685.764513229223 0.792841735476043 -0.334895186374681 3.90060758204183e-05 0.00131201675500289
"104" "ENSG00000005700.12" 2357.98201823173 2621.39540651315 2094.56862995031 0.79902811485292 -0.323681827722501 2.36281309281282e-06 0.000151896720492188
"107" "ENSG00000005812.8" 1404.16051849411 1559.74529930782 1248.5757376804 0.800499759950863 -0.321027124772627 1.0848504457222e-05 0.000486952457801493
"109" "ENSG00000005882.9" 953.778357050329 858.767926232162 1048.7887878685 1.22127149353382 0.28838395285224 0.000194799014762962 0.00438287547879011
"110" "ENSG00000005884.15" 13129.4664565087 11854.1066232436 14404.8262897738 1.21517603541112 0.281165323722834 4.76978133974659e-06 0.000256786744398846
"112" "ENSG00000005893.13" 6225.39022556791 6818.36798998479 5632.41246115103 0.826064605111405 -0.275673478098545 8.899878791349e-05 0.00248000462448215
"116" "ENSG00000006015.15" 244.966536407635 199.089672228538 290.843400586732 1.46086633892726 0.546824185678667 1.67318073320743e-06 0.000118697008755767
"130" "ENSG00000006282.17" 2649.22356439982 2308.40393195483 2990.0431968448 1.29528595730329 0.373270633542134 0.000352630860275593 0.0069199088028842
"131" "ENSG00000006283.15" 362.94677394705 313.090376802753 412.803171091347 1.31847926885154 0.398874887121918 0.000230514792151509 0.00497820149345192
"135" "ENSG00000006451.5" 2289.63965371635 2573.47838514175 2005.80092229095 0.779412383593994 -0.359541241122631 5.83675821219894e-06 0.000301640893245272
"142" "ENSG00000006576.14" 3628.53672069838 3956.10183518116 3300.97160621561 0.834400059386855 -0.261188834348573 6.78138714534707e-05 0.00200517213112673
"146" "ENSG00000006625.15" 1947.27907850709 2248.95254218138 1645.6056148328 0.731720916278934 -0.450634595932889 2.15310628227622e-06 0.000142089325406426
"147" "ENSG00000006634.5" 2994.41235826524 3239.16245213801 2749.66226439247 0.84888063041653 -0.236366398604805 0.000373421519929117 0.00720211427584219
"167" "ENSG00000007080.8" 1148.88502638251 1020.80245317794 1276.96759958707 1.25094487734786 0.323018218817093 2.2126579421796e-05 0.000840576755437818
"183" "ENSG00000007376.5" 678.174059170795 594.661554818831 761.686563522759 1.28087406584543 0.357128638434044 0.00056731927107511 0.00988537511260041
"189" "ENSG00000007541.12" 839.230198333773 701.794628327919 976.665768339627 1.39166891411895 0.476816026723483 0.00047291286500134 0.0085527003705746
"197" "ENSG00000007968.6" 1325.08600771569 1195.92789545639 1454.24411997499 1.21599648733005 0.282139061249559 0.000173034457141035 0.00401687108063245
"213" "ENSG00000008300.12" 1642.05652994845 1390.19819095199 1893.91486894491 1.36233443639283 0.446080910764023 8.2510614095191e-07 6.94205244000892e-05
"227" "ENSG00000008838.15" 1648.33208580017 1482.79956230754 1813.86460929281 1.22327026214525 0.290743179647607 4.37219189069193e-05 0.00142329147604282
"230" "ENSG00000008952.14" 3165.88374271766 3629.66746537713 2702.1000200582 0.744448367745294 -0.425756302736696 2.25772217010925e-09 7.80744798534528e-07
"278" "ENSG00000011028.11" 7491.72145319584 6600.97048632536 8382.47242006631 1.26988485063394 0.344697683650172 3.761026550966e-05 0.00127808855437315
"287" "ENSG00000011243.15" 627.968467031785 530.414853442371 725.5220806212 1.36783892063465 0.451898345659269 0.000115232914970399 0.00298283952165323
"289" "ENSG00000011260.11" 2247.06370709809 2484.89545270978 2009.23196148641 0.808578066854017 -0.306541024681294 7.77325140687112e-05 0.0022247978061145
"303" "ENSG00000011485.12" 3040.01953517946 2758.99152672576 3321.04754363316 1.20371792064705 0.267497350434171 6.83916766650257e-05 0.00201541360541132
"311" "ENSG00000012061.13" 1510.53766776973 1373.20137903403 1647.87395650543 1.20002352288971 0.263062685853565 0.000230587766559171 0.00497820149345192
"319" "ENSG00000012660.11" 7237.53849182579 8039.08358512792 6435.99339852366 0.800587943933071 -0.320868204566524 8.6837008028364e-05 0.00243597158586954
"331" "ENSG00000013364.16" 4144.74381798946 3665.34036316919 4624.14727280973 1.26158741471188 0.335240173339253 2.98090138682708e-07 3.31727658485498e-05
"346" "ENSG00000014123.9" 1104.92021407376 1247.09357843959 962.746849707926 0.771992468209603 -0.373341322691495 8.32703446799498e-07 6.97876876847046e-05
"348" "ENSG00000014164.6" 1162.0611939259 969.785423502088 1354.33696434971 1.39653260559323 0.481849257383364 1.64045898261779e-10 1.00246433829023e-07
"361" "ENSG00000015479.15" 19256.3938421654 20748.2185221646 17764.5691621661 0.856197323311824 -0.223984769573031 0.000254752995153674 0.00541400630091078
"376" "ENSG00000017797.9" 7349.28750387482 7929.44653742452 6769.12847032512 0.853669728193126 -0.228250073821166 0.000338781444906892 0.00671624091576372
"380" "ENSG00000018408.12" 1489.99952393269 1630.08187571074 1349.91717215463 0.828128446962851 -0.272073540418402 0.000188085920113387 0.0042791696730173
"381" "ENSG00000018510.10" 8350.26089675982 9123.56237668463 7576.959416835 0.83048255758058 -0.267978226948061 1.9981466550896e-05 0.000775049490980857
"397" "ENSG00000020129.13" 962.476358571458 867.795178821895 1057.15753832102 1.21821089137209 0.284763907956699 0.000227640744549363 0.00492495802120709
"409" "ENSG00000021574.9" 1931.01991265663 2141.44233248601 1720.59749282725 0.803475987527434 -0.31567318634822 6.578722723089e-06 0.000332366973767358
"411" "ENSG00000021762.17" 983.290855157382 838.848909087048 1127.73280122772 1.3443813170778 0.426942398705814 1.56129222917621e-05 0.000638297311345843
"424" "ENSG00000023191.14" 1945.03531925675 1736.03493651871 2154.03570199479 1.24077900546996 0.311246180654418 1.06005649955288e-05 0.000477669961092186
"426" "ENSG00000023287.10" 5848.33489083764 6531.01762949097 5165.6521521843 0.7909413884995 -0.338357304935279 1.14153354693766e-07 1.59047586027731e-05
"432" "ENSG00000023608.4" 2672.82200473518 3150.08182309728 2195.56218637308 0.696985764075905 -0.520798905517964 5.37567154713065e-13 1.17028369581034e-09
"438" "ENSG00000023909.7" 1430.68154620501 1564.92208428879 1296.44100812124 0.82843805524697 -0.271534267964538 0.000173936554906142 0.00402294693259677
"441" "ENSG00000024526.14" 3996.01375959624 4446.99186759201 3545.03565160047 0.797176104016592 -0.327029629985675 0.000325701067878828 0.00653817677141721
